Id,DocNumber,TxnDate,DueDate,Period,Entity,EntityName,CustomerRef_value,CustomerRef_name,CustomerIndustry,ItemRef_value,ItemRef_name,Sku,Description,Qty,UnitPrice,IncomeAccountNum,IncomeAccountName,ServiceLine,CurrencyRef_value,CurrencyRef_name,ExchangeRate,TotalAmt,TotalAmtUSD,Balance,Status,SalesTermRef_name,PaymentDate,DaysToPay,DaysOutstanding,BillEmail_Address,BillAddr_Line1,BillAddr_City,BillAddr_Country,PrintStatus,EmailStatus,PrivateNote,domain,sparse,SyncToken
5492,1492,2026-01-14,2026-03-15,2026-01,MLG,Meridian Logistics LLC,2013,Summit Medical Supply,Healthcare,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2026-01,3,28043.1,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,84129.3,84129.3,0.0,Paid,Net 60,2026-03-20,65,,rachel.whitfield@summitmedicalsupply.com,"3309 Terminal Way, Suite 763",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5493,1493,2026-01-14,2026-02-13,2026-01,MLG,Meridian Logistics LLC,2017,Onyx Packaging Systems,Packaging,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2026-01,2,31756.92,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,63513.84,63513.84,0.0,Paid,Net 30,2026-03-05,50,,nora.kowalczyk@onyxpackagingsystems.com,"7811 Commerce Dr, Suite 219",Phoenix,USA,NotSet,EmailSent,,QBO,False,0
5494,1494,2026-01-27,2026-02-26,2026-01,MLG,Meridian Logistics LLC,2023,Atlas Bearing Works,Industrial,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2026-01,3,18633.55,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,55900.65,55900.65,0.0,Paid,Net 30,2026-03-02,34,,claire.ashworth@atlasbearingworks.com,"1081 Commerce Dr, Suite 448",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5495,1495,2026-01-27,2026-03-13,2026-01,CFS,Cascade Freight Systems Inc,2003,Northline Grocers Co-op,Grocery,4003,Intermodal Rail Program,SVC-RAIL,Intermodal Rail Program - 2026-01,1,122522.34,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,122522.34,122522.34,0.0,Paid,Net 45,2026-03-26,58,,nora.moreau@northlinegrocerscoop.com,"2276 Commerce Dr, Suite 756",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5496,1496,2026-01-11,2026-01-26,2026-01,CFS,Cascade Freight Systems Inc,2007,Redstone Building Supply,Construction,4006,Dedicated Fleet - Monthly Contract,DED-FLT-MO,Dedicated Fleet - Monthly Contract - 2026-01,2,34099.67,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,68199.34,68199.34,0.0,Paid,Net 15,2026-02-06,26,,victor.marchetti@redstonebuildingsupply.com,"8435 Commerce Dr, Suite 324",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5497,1497,2026-01-27,2026-03-13,2026-01,CFS,Cascade Freight Systems Inc,2011,Meadowvale Farms,Agriculture,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2026-01,3,19294.47,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,57883.41,57883.41,0.0,Paid,Net 45,2026-04-07,70,,naomi.kowalczyk@meadowvalefarms.com,"7551 Terminal Way, Suite 176",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5498,1498,2026-01-17,2026-03-03,2026-01,CFS,Cascade Freight Systems Inc,2015,Copperfield Chemicals,Chemicals,4005,Refrigerated Truckload,SVC-REEF,Refrigerated Truckload - 2026-01,1,53325.34,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,53325.34,53325.34,0.0,Paid,Net 45,2026-04-06,79,,devon.vandermeer@copperfieldchemicals.com,"6069 Commerce Dr, Suite 265",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5499,1499,2026-01-16,2026-02-15,2026-01,CFS,Cascade Freight Systems Inc,2018,Ferrous Metals Trading,Metals,4007,Driver Leasing Program,SVC-DRIVE,Driver Leasing Program - 2026-01,2,27585.38,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,55170.76,55170.76,0.0,Paid,Net 30,2026-03-06,49,,naomi.ellsworth@ferrousmetalstrading.com,"2584 Havenweg, Suite 861",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5500,1500,2026-01-19,2026-03-05,2026-01,CFS,Cascade Freight Systems Inc,2021,Highmark Steel Service,Metals,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2026-01,3,16477.74,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,49433.22,49433.22,0.0,Paid,Net 45,2026-04-20,91,,claire.vandermeer@highmarksteelservice.com,"9247 Oak Ave, Suite 708",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5501,1501,2026-01-11,2026-02-10,2026-01,NWC,Northwind Cargo B.V.,2000,Global Retail Partners,Retail,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2026-01,1,77849.89,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,77849.89,84856.38,0.0,Paid,Net 30,2026-02-17,37,,nora.solberg@globalretailpartners.com,"9059 Terminal Way, Suite 304",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5502,1502,2026-01-07,2026-02-06,2026-01,NWC,Northwind Cargo B.V.,2004,Vertex Pharma Distribution,Pharma,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2026-01,3,28050.55,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,84151.65,91725.3,0.0,Paid,Net 30,2026-02-28,52,,devon.devereaux@vertexpharmadistribution.com,"1824 Cedar Ln, Suite 759",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5503,1503,2026-01-15,2026-03-01,2026-01,NWC,Northwind Cargo B.V.,2009,Cobalt Electronics,Electronics,4015,Customs Entry & Clearance,CUS-ENTRY,Customs Entry & Clearance - 2026-01,1,54887.24,4050,Revenue - Customs & Compliance,Customs & Compliance,EUR,Euro,1.09,54887.24,59827.09,0.0,Paid,Net 45,2026-03-19,63,,owen.marchetti@cobaltelectronics.com,"4170 Cedar Ln, Suite 138",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5504,1504,2026-01-28,2026-03-14,2026-01,NWC,Northwind Cargo B.V.,2010,Aurora Textiles Group,Apparel,4020,TMS Platform Subscription,SW-TMS-SEAT,TMS Platform Subscription - 2026-01,1,44481.15,4090,Revenue - Software & Data Services,Software & Data Services,EUR,Euro,1.09,44481.15,48484.45,0.0,Paid,Net 45,2026-04-15,77,,bianca.moreau@auroratextilesgroup.com,"5223 Oak Ave, Suite 555",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5505,1505,2026-01-21,2026-02-20,2026-01,NWC,Northwind Cargo B.V.,2014,Polaris Cold Chain,Food,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2026-01,1,70613.06,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,70613.06,76968.24,70613.06,Open,Net 30,,,160,marcus.lindqvist@polariscoldchain.com,"3723 Cedar Ln, Suite 328",Duisburg,NLD,NeedToPrint,EmailSent,,QBO,False,0
5506,1506,2026-01-13,2026-01-28,2026-01,NWC,Northwind Cargo B.V.,2020,Volta Battery Systems,Electronics,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2026-01,1,56462.99,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,56462.99,61544.66,0.0,Paid,Net 15,2026-02-13,31,,bianca.nowak@voltabatterysystems.com,"3100 Cedar Ln, Suite 400",Lyon,NLD,NotSet,EmailSent,,QBO,False,0
5507,1507,2026-01-28,2026-03-29,2026-01,APX,Apex Warehousing LLC,2005,Solstice Home Goods,Retail,4009,Cross-Dock Handling,SVC-CROSS,Cross-Dock Handling - 2026-01,2,53986.44,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,107972.88,107972.88,0.0,Paid,Net 60,2026-04-29,91,,ingrid.whitfield@solsticehomegoods.com,"7197 Commerce Dr, Suite 618",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5508,1508,2026-01-09,2026-02-08,2026-01,APX,Apex Warehousing LLC,2012,Pinnacle Sports Supply,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2026-01,2,23090.33,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,46180.66,46180.66,0.0,Paid,Net 30,2026-02-13,35,,marcus.okafor@pinnaclesportssupply.com,"9301 Industrial Pkwy, Suite 741",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5509,1509,2026-01-07,2026-02-06,2026-01,APX,Apex Warehousing LLC,2016,Trailhead Outdoor Gear,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2026-01,2,19324.58,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,38649.16,38649.16,0.0,Paid,Net 30,2026-02-27,51,,grant.delacroix@trailheadoutdoorgear.com,"3067 Industrial Pkwy, Suite 158",Seattle,USA,NotSet,EmailSent,,QBO,False,0
5510,1510,2026-01-18,2026-02-02,2026-01,APX,Apex Warehousing LLC,2019,Silverline Appliances,Appliances,4013,Fulfillment - Pick & Pack,FUL-PICK,Fulfillment - Pick & Pack - 2026-01,3,11685.8,4040,Revenue - Fulfillment & Pick-Pack,Fulfillment & Pick-Pack,USD,US Dollar,1.0,35057.4,35057.4,0.0,Paid,Net 15,2026-02-01,14,,naomi.kowalczyk@silverlineappliances.com,"3450 Havenweg, Suite 419",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5511,1511,2026-01-27,2026-02-11,2026-01,APX,Apex Warehousing LLC,2022,Lumina Cosmetics,Beauty,4010,Warehousing - Pallet Positions,WHS-STOR-PAL,Warehousing - Pallet Positions - 2026-01,1,34128.36,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,34128.36,34128.36,0.0,Paid,Net 15,2026-02-18,22,,helena.mendez@luminacosmetics.com,"3400 Havenweg, Suite 247",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5512,1512,2026-02-14,2026-03-31,2026-02,MLG,Meridian Logistics LLC,2001,Vantage Consumer Brands,CPG,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2026-02,2,121954.46,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,243908.92,243908.92,0.0,Paid,Net 45,2026-04-25,70,,angela.nowak@vantageconsumerbrands.com,"7611 Oak Ave, Suite 587",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5513,1513,2026-02-22,2026-03-24,2026-02,MLG,Meridian Logistics LLC,2002,Ironbridge Manufacturing,Industrial,4000,Freight Brokerage - Standard,FRT-BRK-STD,Freight Brokerage - Standard - 2026-02,1,160858.77,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,160858.77,160858.77,0.0,Paid,Net 30,2026-03-30,36,,lena.sandoval@ironbridgemanufacturing.com,"5482 Oak Ave, Suite 181",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5514,1514,2026-02-05,2026-02-20,2026-02,MLG,Meridian Logistics LLC,2006,Kestrel Auto Components,Automotive,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2026-02,1,95612.62,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,95612.62,95612.62,0.0,Paid,Net 15,2026-03-15,38,,nora.vasquez@kestrelautocomponents.com,"4140 Industrial Pkwy, Suite 748",Newark,USA,NotSet,EmailSent,,QBO,False,0
5515,1515,2026-02-19,2026-04-05,2026-02,MLG,Meridian Logistics LLC,2008,Halcyon Beverage Co,Beverage,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2026-02,3,26984.55,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,80953.65,80953.65,0.0,Paid,Net 45,2026-04-18,58,,rachel.mensah@halcyonbeverageco.com,"9866 Terminal Way, Suite 792",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5516,1516,2026-02-11,2026-04-12,2026-02,MLG,Meridian Logistics LLC,2013,Summit Medical Supply,Healthcare,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2026-02,1,76516.16,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,76516.16,76516.16,0.0,Paid,Net 60,2026-04-16,64,,rachel.whitfield@summitmedicalsupply.com,"3309 Terminal Way, Suite 763",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5517,1517,2026-02-15,2026-03-17,2026-02,MLG,Meridian Logistics LLC,2017,Onyx Packaging Systems,Packaging,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2026-02,2,31199.47,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,62398.94,62398.94,0.0,Paid,Net 30,2026-03-26,39,,nora.kowalczyk@onyxpackagingsystems.com,"7811 Commerce Dr, Suite 219",Phoenix,USA,NotSet,EmailSent,,QBO,False,0
5518,1518,2026-02-09,2026-03-11,2026-02,MLG,Meridian Logistics LLC,2023,Atlas Bearing Works,Industrial,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2026-02,3,18936.48,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,56809.44,56809.44,0.0,Paid,Net 30,2026-03-29,48,,claire.ashworth@atlasbearingworks.com,"1081 Commerce Dr, Suite 448",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5519,1519,2026-02-08,2026-03-25,2026-02,CFS,Cascade Freight Systems Inc,2003,Northline Grocers Co-op,Grocery,4003,Intermodal Rail Program,SVC-RAIL,Intermodal Rail Program - 2026-02,2,62592.53,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,125185.06,125185.06,0.0,Paid,Net 45,2026-04-21,72,,nora.moreau@northlinegrocerscoop.com,"2276 Commerce Dr, Suite 756",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5520,1520,2026-02-12,2026-02-27,2026-02,CFS,Cascade Freight Systems Inc,2007,Redstone Building Supply,Construction,4006,Dedicated Fleet - Monthly Contract,DED-FLT-MO,Dedicated Fleet - Monthly Contract - 2026-02,2,34388.21,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,68776.42,68776.42,0.0,Paid,Net 15,2026-04-10,57,,victor.marchetti@redstonebuildingsupply.com,"8435 Commerce Dr, Suite 324",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5521,1521,2026-02-06,2026-03-23,2026-02,CFS,Cascade Freight Systems Inc,2011,Meadowvale Farms,Agriculture,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2026-02,1,62685.48,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,62685.48,62685.48,0.0,Paid,Net 45,2026-04-07,60,,naomi.kowalczyk@meadowvalefarms.com,"7551 Terminal Way, Suite 176",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5522,1522,2026-02-03,2026-03-20,2026-02,CFS,Cascade Freight Systems Inc,2015,Copperfield Chemicals,Chemicals,4005,Refrigerated Truckload,SVC-REEF,Refrigerated Truckload - 2026-02,2,28104.84,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,56209.68,56209.68,0.0,Paid,Net 45,2026-05-02,88,,devon.vandermeer@copperfieldchemicals.com,"6069 Commerce Dr, Suite 265",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5523,1523,2026-02-22,2026-03-24,2026-02,CFS,Cascade Freight Systems Inc,2018,Ferrous Metals Trading,Metals,4007,Driver Leasing Program,SVC-DRIVE,Driver Leasing Program - 2026-02,2,31823.26,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,63646.52,63646.52,0.0,Paid,Net 30,2026-04-22,59,,naomi.ellsworth@ferrousmetalstrading.com,"2584 Havenweg, Suite 861",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5524,1524,2026-02-02,2026-03-19,2026-02,CFS,Cascade Freight Systems Inc,2021,Highmark Steel Service,Metals,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2026-02,2,26792.06,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,53584.12,53584.12,0.0,Paid,Net 45,2026-04-03,60,,claire.vandermeer@highmarksteelservice.com,"9247 Oak Ave, Suite 708",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5525,1525,2026-02-27,2026-03-29,2026-02,NWC,Northwind Cargo B.V.,2000,Global Retail Partners,Retail,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2026-02,1,53213.44,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,53213.44,58002.65,0.0,Paid,Net 30,2026-04-14,46,,nora.solberg@globalretailpartners.com,"9059 Terminal Way, Suite 304",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5526,1526,2026-02-10,2026-03-12,2026-02,NWC,Northwind Cargo B.V.,2004,Vertex Pharma Distribution,Pharma,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2026-02,3,30150.38,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,90451.14,98591.74,0.0,Paid,Net 30,2026-04-02,51,,devon.devereaux@vertexpharmadistribution.com,"1824 Cedar Ln, Suite 759",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5527,1527,2026-02-03,2026-03-20,2026-02,NWC,Northwind Cargo B.V.,2009,Cobalt Electronics,Electronics,4015,Customs Entry & Clearance,CUS-ENTRY,Customs Entry & Clearance - 2026-02,3,20519.51,4050,Revenue - Customs & Compliance,Customs & Compliance,EUR,Euro,1.09,61558.53,67098.8,0.0,Paid,Net 45,2026-03-30,55,,owen.marchetti@cobaltelectronics.com,"4170 Cedar Ln, Suite 138",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5528,1528,2026-02-05,2026-03-22,2026-02,NWC,Northwind Cargo B.V.,2010,Aurora Textiles Group,Apparel,4020,TMS Platform Subscription,SW-TMS-SEAT,TMS Platform Subscription - 2026-02,2,25530.65,4090,Revenue - Software & Data Services,Software & Data Services,EUR,Euro,1.09,51061.3,55656.82,0.0,Paid,Net 45,2026-04-04,58,,bianca.moreau@auroratextilesgroup.com,"5223 Oak Ave, Suite 555",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5529,1529,2026-02-12,2026-03-14,2026-02,NWC,Northwind Cargo B.V.,2014,Polaris Cold Chain,Food,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2026-02,1,78263.34,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,78263.34,85307.04,0.0,Paid,Net 30,2026-03-24,40,,marcus.lindqvist@polariscoldchain.com,"3723 Cedar Ln, Suite 328",Duisburg,NLD,NotSet,EmailSent,,QBO,False,0
5530,1530,2026-02-24,2026-03-11,2026-02,NWC,Northwind Cargo B.V.,2020,Volta Battery Systems,Electronics,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2026-02,2,31748.67,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,63497.34,69212.1,0.0,Paid,Net 15,2026-03-21,25,,bianca.nowak@voltabatterysystems.com,"3100 Cedar Ln, Suite 400",Lyon,NLD,NotSet,EmailSent,,QBO,False,0
5531,1531,2026-02-03,2026-04-04,2026-02,APX,Apex Warehousing LLC,2005,Solstice Home Goods,Retail,4009,Cross-Dock Handling,SVC-CROSS,Cross-Dock Handling - 2026-02,1,128002.88,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,128002.88,128002.88,0.0,Paid,Net 60,2026-03-22,47,,ingrid.whitfield@solsticehomegoods.com,"7197 Commerce Dr, Suite 618",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5532,1532,2026-02-16,2026-03-18,2026-02,APX,Apex Warehousing LLC,2012,Pinnacle Sports Supply,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2026-02,3,16821.55,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,50464.65,50464.65,0.0,Paid,Net 30,2026-03-20,32,,marcus.okafor@pinnaclesportssupply.com,"9301 Industrial Pkwy, Suite 741",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5533,1533,2026-02-13,2026-03-15,2026-02,APX,Apex Warehousing LLC,2016,Trailhead Outdoor Gear,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2026-02,3,13459.29,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,40377.87,40377.87,0.0,Paid,Net 30,2026-03-26,41,,grant.delacroix@trailheadoutdoorgear.com,"3067 Industrial Pkwy, Suite 158",Seattle,USA,NotSet,EmailSent,,QBO,False,0
5534,1534,2026-02-11,2026-02-26,2026-02,APX,Apex Warehousing LLC,2019,Silverline Appliances,Appliances,4013,Fulfillment - Pick & Pack,FUL-PICK,Fulfillment - Pick & Pack - 2026-02,3,12219.56,4040,Revenue - Fulfillment & Pick-Pack,Fulfillment & Pick-Pack,USD,US Dollar,1.0,36658.68,36658.68,36658.68,Open,Net 15,,,139,naomi.kowalczyk@silverlineappliances.com,"3450 Havenweg, Suite 419",Columbus,USA,NeedToPrint,EmailSent,,QBO,False,0
5535,1535,2026-02-12,2026-02-27,2026-02,APX,Apex Warehousing LLC,2022,Lumina Cosmetics,Beauty,4010,Warehousing - Pallet Positions,WHS-STOR-PAL,Warehousing - Pallet Positions - 2026-02,2,18575.03,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,37150.06,37150.06,0.0,Paid,Net 15,2026-02-26,14,,helena.mendez@luminacosmetics.com,"3400 Havenweg, Suite 247",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5536,1536,2026-03-20,2026-05-04,2026-03,MLG,Meridian Logistics LLC,2001,Vantage Consumer Brands,CPG,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2026-03,2,97232.87,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,194465.74,194465.74,0.0,Paid,Net 45,2026-05-23,64,,angela.nowak@vantageconsumerbrands.com,"7611 Oak Ave, Suite 587",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5537,1537,2026-03-28,2026-04-27,2026-03,MLG,Meridian Logistics LLC,2002,Ironbridge Manufacturing,Industrial,4000,Freight Brokerage - Standard,FRT-BRK-STD,Freight Brokerage - Standard - 2026-03,2,62368.65,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,124737.3,124737.3,0.0,Paid,Net 30,2026-05-29,62,,lena.sandoval@ironbridgemanufacturing.com,"5482 Oak Ave, Suite 181",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5538,1538,2026-03-13,2026-03-28,2026-03,MLG,Meridian Logistics LLC,2006,Kestrel Auto Components,Automotive,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2026-03,3,25101.1,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,75303.3,75303.3,0.0,Paid,Net 15,2026-04-14,32,,nora.vasquez@kestrelautocomponents.com,"4140 Industrial Pkwy, Suite 748",Newark,USA,NotSet,EmailSent,,QBO,False,0
5539,1539,2026-03-03,2026-04-17,2026-03,MLG,Meridian Logistics LLC,2008,Halcyon Beverage Co,Beverage,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2026-03,2,32761.47,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,65522.94,65522.94,0.0,Paid,Net 45,2026-04-23,51,,rachel.mensah@halcyonbeverageco.com,"9866 Terminal Way, Suite 792",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5540,1540,2026-03-08,2026-05-07,2026-03,MLG,Meridian Logistics LLC,2013,Summit Medical Supply,Healthcare,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2026-03,3,21664.98,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,64994.94,64994.94,0.0,Paid,Net 60,2026-05-20,73,,rachel.whitfield@summitmedicalsupply.com,"3309 Terminal Way, Suite 763",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5541,1541,2026-03-28,2026-04-27,2026-03,MLG,Meridian Logistics LLC,2017,Onyx Packaging Systems,Packaging,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2026-03,1,48709.21,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,48709.21,48709.21,0.0,Paid,Net 30,2026-05-19,52,,nora.kowalczyk@onyxpackagingsystems.com,"7811 Commerce Dr, Suite 219",Phoenix,USA,NotSet,EmailSent,,QBO,False,0
5542,1542,2026-03-10,2026-04-09,2026-03,MLG,Meridian Logistics LLC,2023,Atlas Bearing Works,Industrial,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2026-03,1,41283.23,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,41283.23,41283.23,0.0,Paid,Net 30,2026-04-27,48,,claire.ashworth@atlasbearingworks.com,"1081 Commerce Dr, Suite 448",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5543,1543,2026-03-28,2026-04-27,2026-03,MLG,Meridian Logistics LLC,2027,Perigee Aerospace Parts,Aerospace,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2026-03,3,77147.68,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,231443.04,231443.04,0.0,Paid,Net 30,2026-04-26,29,,ingrid.bergstrom@perigeeaerospaceparts.com,"9548 Terminal Way, Suite 444",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5544,1544,2026-03-27,2026-05-11,2026-03,CFS,Cascade Freight Systems Inc,2003,Northline Grocers Co-op,Grocery,4003,Intermodal Rail Program,SVC-RAIL,Intermodal Rail Program - 2026-03,1,88934.83,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,88934.83,88934.83,0.0,Paid,Net 45,2026-06-20,85,,nora.moreau@northlinegrocerscoop.com,"2276 Commerce Dr, Suite 756",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5545,1545,2026-03-26,2026-04-10,2026-03,CFS,Cascade Freight Systems Inc,2007,Redstone Building Supply,Construction,4006,Dedicated Fleet - Monthly Contract,DED-FLT-MO,Dedicated Fleet - Monthly Contract - 2026-03,2,24008.15,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,48016.3,48016.3,0.0,Paid,Net 15,2026-05-08,43,,victor.marchetti@redstonebuildingsupply.com,"8435 Commerce Dr, Suite 324",Memphis,USA,NotSet,EmailSent,,QBO,False,0
